"","age","gender","residence","length_residency","n_family","n_friends","n_acquaintances","B","CON","NE","EE","NE_cent","EE_cent","talk"
"210",35,"Mannelijk","Oosterpoort (greening)",1,2,10,10,4.42857142857143,4.75,2.8,2.75,-0.383018867924529,0.504716981132075,2
"211",NA,"","Oosterpoort (greening)",NA,0,8,14,4.57142857142857,5,4.2,2.75,1.01698113207547,0.504716981132075,NA
"212",44,"Vrouwelijk","Oosterpoort (greening)",36,0,0,10,4.57142857142857,4.5,3.4,2.75,0.216981132075472,0.504716981132075,3
"213",73,"Vrouwelijk","Oosterpoort (greening)",552,0,5,30,3.57142857142857,4.25,3.6,2.25,0.416981132075472,0.0047169811320753,3
"214",33,"Vrouwelijk","Oosterpoort (greening)",29,0,0,5,3.57142857142857,5,3.8,2.75,0.616981132075471,0.504716981132075,3
"215",62,"Mannelijk","Bloemenbuurt",12,0,3,8,4,4.25,3,2.75,-0.183018867924528,0.504716981132075,2
"216",37,"Vrouwelijk","Oosterpoort (greening)",72,3,0,8,3.28571428571429,4.5,2.6,2.25,-0.583018867924528,0.0047169811320753,3
"217",49,"Vrouwelijk","Oosterpoort (greening)",36,0,0,3,4,5,3,2.25,-0.183018867924528,0.0047169811320753,2
"218",67,"Mannelijk","Oosterpoort (greening)",230,0,2,12,4.71428571428571,5,3.6,2.5,0.416981132075472,0.254716981132075,3
"219",24,"Mannelijk","Poortershuizen",18,0,0,0,3.57142857142857,5,3.6,2,0.416981132075472,-0.245283018867925,1
"220",21,"Vrouwelijk","Oosterpoort (greening)",9,0,0,4,2.14285714285714,4.5,3.4,2,0.216981132075472,-0.245283018867925,1
"221",29,"Vrouwelijk","Oosterpoort (greening)",10,0,0,2,3.14285714285714,5,4,2.25,0.816981132075472,0.0047169811320753,2
"222",32,"Vrouwelijk","Oosterpoort (greening)",24,4,1,2,3.28571428571429,4,3,2.75,-0.183018867924528,0.504716981132075,3
"223",26,"Mannelijk","Bloemenbuurt",37,0,2,3,2.57142857142857,3.75,2.6,2,-0.583018867924528,-0.245283018867925,1
"224",60,"Vrouwelijk","Bloemenbuurt",250,0,1,7,6,5,2.2,2.5,-0.983018867924528,0.254716981132075,3
"225",28,"Vrouwelijk","Bloemenbuurt",46,0,4,4,5.28571428571429,5,2.8,1.75,-0.383018867924529,-0.495283018867925,3
"226",65,"Mannelijk","Oosterpoort (greening)",480,0,3,8,3.42857142857143,3.75,3.4,2.25,0.216981132075472,0.0047169811320753,3
"227",26,"Vrouwelijk","Oosterpoort (greening)",24,0,2,0,3.57142857142857,4,3,2.75,-0.183018867924528,0.504716981132075,1
"228",29,"Vrouwelijk","Bloemenbuurt",72,0,1,1,3.85714285714286,4.25,2.8,2.75,-0.383018867924529,0.504716981132075,1
"229",56,"Mannelijk","Oosterpoort (greening)",40,0,3,10,5.71428571428571,5,3.6,2,0.416981132075472,-0.245283018867925,2
"230",NA,"","Oosterpoort (greening)",NA,1,0,25,5.42857142857143,5,1.8,1,-1.38301886792453,-1.24528301886792,NA
"231",27,"Mannelijk","Oosterpoort (greening)",24,0,2,3,2.42857142857143,4.25,4,2.25,0.816981132075472,0.0047169811320753,1
"232",57,"Vrouwelijk","Oosterpoort (greening)",60,1,4,2,3.71428571428571,4,3.4,2.5,0.216981132075472,0.254716981132075,3
"233",63,"Mannelijk","Oosterpoort (greening)",265,0,3,20,4.71428571428571,5,3.6,2.5,0.416981132075472,0.254716981132075,3
"234",NA,"","Oosterpoort (greening)",NA,0,0,10,3.14285714285714,4,3.4,2,0.216981132075472,-0.245283018867925,NA
"235",NA,"","Oosterpoort (greening)",NA,1,0,15,2.71428571428571,4,2.6,2.25,-0.583018867924528,0.0047169811320753,NA
"236",43,"Mannelijk","Oosterpoort (greening)",90,0,2,2,3.71428571428571,4,3,2,-0.183018867924528,-0.245283018867925,1
"237",29,"Vrouwelijk","Oosterpoort (greening)",1,0,0,2,6,5,4.2,3.25,1.01698113207547,1.00471698113208,3
"238",18,"Vrouwelijk","Poortershuizen",2,2,0,4,3.42857142857143,1.75,1.6,3.75,-1.58301886792453,1.50471698113208,1
"239",55,"Vrouwelijk","Poortershuizen",250,0,10,20,3.71428571428571,5,3.8,1.25,0.616981132075471,-0.995283018867925,3
"240",34,"Vrouwelijk","Poortershuizen",36,0,4,10,3.85714285714286,4.75,3.6,3.25,0.416981132075472,1.00471698113208,4
"241",62,"Mannelijk","Poortershuizen",420,3,0,15,2.14285714285714,4,3.8,2.75,0.616981132075471,0.504716981132075,3
"242",49,"Mannelijk","Poortershuizen",300,0,2,2,5.14285714285714,5,3.6,2.75,0.416981132075472,0.504716981132075,3
"243",62,"Vrouwelijk","Poortershuizen",400,0,0,20,4.57142857142857,4.25,3.6,3.25,0.416981132075472,1.00471698113208,3
"244",43,"Vrouwelijk","Oosterpoort (greening)",90,1,1,0,3.57142857142857,2.75,3.4,2.25,0.216981132075472,0.0047169811320753,2
"245",40,"Mannelijk","Poortershuizen",45,0,3,10,4.71428571428571,3.75,3,2.75,-0.183018867924528,0.504716981132075,3
"246",52,"Vrouwelijk","Poortershuizen",90,1,3,40,4.14285714285714,4.75,4.2,2.75,1.01698113207547,0.504716981132075,3
"247",60,"Vrouwelijk","Oosterpoort (greening)",242,0,5,50,4.57142857142857,4.5,3.4,2.75,0.216981132075472,0.504716981132075,2
"248",63,"Vrouwelijk","Oosterpoort (greening)",27,2,0,12,4.42857142857143,4,3.4,2.75,0.216981132075472,0.504716981132075,3
"249",NA,"","Oosterpoort (greening)",NA,2,4,6,4.57142857142857,4.5,3,2.25,-0.183018867924528,0.0047169811320753,NA
"250",31,"Vrouwelijk","Bloemenbuurt",4,0,0,0,2.85714285714286,3.75,3.2,2.5,0.0169811320754718,0.254716981132075,1
"251",80,"Mannelijk","Oosterpoort (greening)",500,1,6,30,2.57142857142857,3.75,4,2.75,0.816981132075472,0.504716981132075,4
"252",55,"Mannelijk","Poortershuizen",70,0,0,5,3.28571428571429,3.5,3.2,1.75,0.0169811320754718,-0.495283018867925,1
"253",72,"Mannelijk","Poortershuizen",300,0,1,5,3.85714285714286,5,3.2,2.25,0.0169811320754718,0.0047169811320753,3
"254",28,"Vrouwelijk","Poortershuizen",24,0,2,10,2.71428571428571,1.75,2.8,4,-0.383018867924529,1.75471698113208,3
"255",39,"Mannelijk","Oosterpoort (greening)",75,0,5,30,2.14285714285714,2.75,3.6,2,0.416981132075472,-0.245283018867925,2
"256",66,"Vrouwelijk","Oosterpoort (greening)",72,0,2,10,6,5,3.6,2,0.416981132075472,-0.245283018867925,3
"257",33,"Vrouwelijk","Oosterpoort (greening)",15,0,0,4,4.85714285714286,5,2.8,2,-0.383018867924529,-0.245283018867925,3
"258",42,"Vrouwelijk","Oosterpoort (greening)",140,0,0,35,4,3.5,3,3.25,-0.183018867924528,1.00471698113208,2
